"";"name.company";"ref.date";"1 Ativo Total";"1.01 Ativo Circulante";"1.01.01 Caixa e Equivalentes de Caixa";"1.01.02 Aplicações Financeiras";"1.01.03 Contas a Receber";"1.01.04 Estoques";"1.01.05 Ativos Biológicos";"1.01.06 Tributos a Recuperar";"1.01.07 Despesas Antecipadas";"1.01.08 Outros Ativos Circulantes";"1.02 Ativo Não Circulante";"1.02.01 Ativo Realizável a Longo Prazo";"1.02.02 Investimentos";"1.02.03 Imobilizado";"1.02.04 Intangível";"1.02.05 Diferido";"2 Passivo Total";"2.01 Passivo Circulante";"2.01.01 Obrigações Sociais e Trabalhistas";"2.01.02 Fornecedores";"2.01.03 Obrigações Fiscais";"2.01.04 Empréstimos e Financiamentos";"2.01.05 Outras Obrigações";"2.01.06 Provisões";"2.01.07 Passivos sobre Ativos Não-Correntes a Venda e Descontinuados";"2.01.08 Outros";"2.02 Passivo Não Circulante";"2.02.01 Empréstimos e Financiamentos";"2.02.02 Outras Obrigações";"2.02.03 Tributos Diferidos";"2.02.04 Provisões";"2.02.05 Passivos sobre Ativos Não-Correntes a Venda e Descontinuados";"2.02.06 Lucros e Receitas a Apropriar";"2.03 Patrimônio Líquido";"2.03 Patrimônio Líquido Consolidado";"2.03.01 Capital Social Realizado";"2.03.02 Reservas de Capital";"2.03.03 Reservas de Reavaliação";"2.03.04 Reservas de Lucros";"2.03.05 Lucros/Prejuízos Acumulados";"2.03.06 Ajustes de Avaliação Patrimonial";"2.03.07 Ajustes Acumulados de Conversão";"2.03.08 Outros Resultados Abrangentes";"2.03.09 Participação dos Acionistas Não Controladores";"2.04 Part. de Acionistas Não Controladores";"2.05 Patrimônio Líquido";"2.05.01 Capital Social Realizado";"2.05.02 Reservas de Capital";"2.05.03 Reservas de Reavaliação";"2.05.04 Reservas de Lucro";"2.05.05 Ajustes de Avaliação Patrimonial";"2.05.06 Lucros/Prejuízos Acumulados";"2.05.07 Adiantamento para Futuro Aumento Capital";"3.01 Receita de Venda de Bens e/ou Serviços";"3.02 Custo dos Bens e/ou Serviços Vendidos";"3.03 Resultado Bruto";"3.04 Despesas/Receitas Operacionais";"3.05 Resultado Antes do Resultado Financeiro e dos Tributos";"3.06 Resultado Financeiro";"3.07 Resultado Antes dos Tributos sobre o Lucro";"3.08 Imposto de Renda e Contribuição Social sobre o Lucro";"3.09 Resultado Líquido das Operações Continuadas";"3.10 Resultado Líquido de Operações Descontinuadas";"3.11 Lucro/Prejuízo Consolidado do Período";"3.11 Lucro/Prejuízo do Período";"3.12 Participações/Contribuições Estatutárias";"3.13 Reversão dos Juros sobre Capital Próprio";"3.14 Part. de Acionistas Não Controladores";"3.15 Lucro/Prejuízo do Período";"3.99 Lucro por Ação - (Reais / Ação)";"6.01 Receitas";"6.01.01 Vendas Mercadorias, Produtos e Serviços";"6.01.02 Outras Receitas";"6.01.03 Receitas refs. à Constr. Ativos Próprios";"6.01.04 Provisão/Rev. Créds. Liquidação Duvidosa";"6.02 Insumos Adquiridos de Terceiros";"6.02.01 Custos Prods., Mercs. e Servs. Vendidos";"6.02.02 Materiais-Energia-Servs Terceiros-Outros";"6.02.03 Perda/Recuperação de Valores Ativos";"6.02.04 Outros";"6.03 Valor Adicionado Bruto";"6.04 Retenções";"6.04.01 Depreciação, Amortização e Exaustão";"6.04.02 Outras";"6.05 Valor Adicionado Líquido Produzido";"6.06 Vlr Adicionado Recebido em Transferência";"6.06.01 Resultado de Equivalência Patrimonial";"6.06.02 Receitas Financeiras";"6.06.03 Outros";"6.07 Valor Adicionado Total a Distribuir";"6.08 Distribuição do Valor Adicionado";"6.08.01 Pessoal";"6.08.02 Impostos, Taxas e Contribuições";"6.08.03 Remuneração de Capitais de Terceiros";"6.08.04 Remuneração de Capitais Próprios";"6.08.05 Outros";"7.01 Receitas";"7.01.01 Vendas de Mercadorias, Produtos e Serviços";"7.01.02 Outras Receitas";"7.01.03 Receitas refs. à Construção de Ativos Próprios";"7.01.04 Provisão/Reversão de Créds. Liquidação Duvidosa";"7.02 Insumos Adquiridos de Terceiros";"7.02.01 Custos Prods., Mercs. e Servs. Vendidos";"7.02.02 Materiais, Energia, Servs. de Terceiros e Outros";"7.02.03 Perda/Recuperação de Valores Ativos";"7.02.04 Outros";"7.03 Valor Adicionado Bruto";"7.04 Retenções";"7.04.01 Depreciação, Amortização e Exaustão";"7.04.02 Outras";"7.05 Valor Adicionado Líquido Produzido";"7.06 Vlr Adicionado Recebido em Transferência";"7.06.01 Resultado de Equivalência Patrimonial";"7.06.02 Receitas Financeiras";"7.06.03 Outros";"7.07 Valor Adicionado Total a Distribuir";"7.08 Distribuição do Valor Adicionado";"7.08.01 Pessoal";"7.08.02 Impostos, Taxas e Contribuições";"7.08.03 Remuneração de Capitais de Terceiros";"7.08.04 Remuneração de Capitais Próprios";"7.08.05 Outros";"cnpj";"ano";"constitu";"setor";"subsetor";"estado";"segmento";"patentes";"cedentes";"cessionaria";"num_patentes";"e_cedente";"num_cedentes";"e_cessionaria";"num_cessionaria";"CATEG_REG";"SETOR_ATIV";"UF";"DT_REG";"DT_CONST"
"22";"AFLUENTE TRANSMISSÃO DE ENERGIA ELETRICA S/A";2016-12-31;87616;68881;35307;467;4470;214;0;80;4;28553;18735;18735;0;0;0;0;87616;3960;0;1559;792;735;874;0;0;NA;7450;2699;757;3994;0;0;0;76206;NA;63085;0;0;13121;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;31353;-14175;17178;-779;16399;4838;21237;-6949;14288;0;NA;14288;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;36029;35792;-1313;0;237;-14908;0;-14908;0;0;21121;0;0;0;21121;5454;0;5454;0;26575;26575;0;11657;630;14288;0;"10338320000100";2016;"2008-08-18";"Utilidade Pública";"Energia Elétrica";"RJ";"Energia Elétrica";0;0;0;0;0;0;0;0;"Categoria A";"ENERGIA ELÉTRICA";"RJ";"24/09/2010";"18/08/2008"
"23";"AFLUENTE TRANSMISSÃO DE ENERGIA ELETRICA S/A";2017-12-31;54791;53086;18945;35723;3647;0;0;233;4;30257;1705;1705;0;0;0;0;54791;2459;0;629;764;733;333;0;0;NA;7397;1972;1018;4407;0;0;0;44935;NA;33085;0;0;11850;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;23646;-10425;13221;-555;12666;2278;14944;-2427;12517;0;NA;12517;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;26400;26516;0;0;-116;-10603;0;-10603;0;0;15797;0;0;0;15797;2629;0;2629;0;18426;18426;0;5531;378;12517;0;"10338320000100";2017;"2008-08-18";"Utilidade Pública";"Energia Elétrica";"RJ";"Energia Elétrica";0;0;0;0;0;0;0;0;"Categoria A";"ENERGIA ELÉTRICA";"RJ";"24/09/2010";"18/08/2008"
"24";"ALGAR TELECOM S/A";2010-12-31;1766690;468889;36494;153497;225358;8222;0;27073;0;18245;1297801;202706;199;891384;203512;NA;1766690;572231;92359;111393;68633;169459;130387;0;0;NA;725782;488393;32894;47368;150336;0;6791;NA;468677;271641;0;0;142234;0;27743;0;0;27059;NA;NA;NA;NA;NA;NA;NA;NA;NA;1510744;-883115;627629;-369163;258466;-67286;191180;-60157;131023;0;131023;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1959959;1937073;35410;0;-12524;-621113;-416887;-203506;-720;0;1338846;-150225;-150225;0;1188621;35272;0;35272;0;1223893;1223893;393708;547767;151397;138691;-7670;"71208516000174";2010;"2004-01-01";"Telecomunicações";"Telecomunicações";"MG";"Telecomunicações";0;0;0;0;0;0;1;0;"Categoria B";"TELECOMUNICAÇÕES";"MG";"27/07/2007";"01/01/2004"
"25";"ALGAR TELECOM S/A";2011-12-31;2046485;495591;178253;115022;239728;11742;0;39809;14130;11929;1550894;227254;79;1068518;255043;NA;2046485;546144;107891;116589;57097;185042;79525;0;0;NA;920997;604851;25596;62493;223464;0;4593;NA;579344;271641;0;0;234702;0;27199;0;0;45802;NA;NA;NA;NA;NA;NA;NA;NA;NA;1682158;-1005724;676434;-410929;265505;-87452;178053;-33669;144384;0;144384;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2182611;2143258;55236;0;-15883;-667211;-402888;-264323;0;0;1515400;-144815;-144815;0;1370585;31435;0;31435;0;1402020;1402020;484463;594495;179191;150591;-6720;"71208516000174";2011;"2004-01-01";"Telecomunicações";"Telecomunicações";"MG";"Telecomunicações";0;0;0;0;0;0;1;0;"Categoria B";"TELECOMUNICAÇÕES";"MG";"27/07/2007";"01/01/2004"
"26";"ALGAR TELECOM S/A";2012-12-31;2185552;591433;186827;0;318120;13925;0;39554;12967;20040;1594119;82038;64;1246818;265199;NA;2185552;553493;110774;150054;81900;106113;104652;0;0;NA;969891;814960;17101;0;137830;0;6791;NA;662168;271641;0;0;324141;0;26683;0;0;39703;NA;NA;NA;NA;NA;NA;NA;NA;NA;1811452;-1065482;745970;-455262;290708;-82366;208342;-67344;140998;0;140998;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2336010;2324057;37837;0;-25884;-762715;-488982;-273733;0;0;1573295;-161622;-161622;0;1411673;25094;0;25094;0;1436767;1436767;572771;583911;139087;145743;-4745;"71208516000174";2012;"2004-01-01";"Telecomunicações";"Telecomunicações";"MG";"Telecomunicações";0;0;0;0;0;0;1;0;"Categoria B";"TELECOMUNICAÇÕES";"MG";"27/07/2007";"01/01/2004"
"27";"ALGAR TELECOM S/A";2013-12-31;2430334;642283;192172;0;377094;11247;0;34335;12786;14649;1788051;91872;626;1229329;466224;NA;2430334;618429;125687;158334;86595;154531;93282;0;0;NA;1076724;915689;17451;13457;130127;0;0;NA;735181;421421;0;0;287243;0;26389;0;0;128;NA;NA;NA;NA;NA;NA;NA;NA;NA;1901995;-1118240;783755;-494051;289704;-87079;202625;-64817;137808;0;137808;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2451401;2441171;44138;0;-33908;-788884;-498736;-290148;0;0;1662517;-186812;-186812;0;1475705;26422;0;26422;0;1502127;1502127;608495;607798;148026;137829;-21;"71208516000174";2013;"2004-01-01";"Telecomunicações";"Telecomunicações";"MG";"Telecomunicações";0;0;0;0;0;0;1;0;"Categoria B";"TELECOMUNICAÇÕES";"MG";"27/07/2007";"01/01/2004"
"28";"ALGAR TELECOM S/A";2014-12-31;2840723;683376;128391;17768;442580;7689;0;50909;15247;20792;2157347;110432;29;1519611;527275;NA;2840723;741157;150349;181320;94059;207145;108284;0;0;NA;1232479;1037015;6185;21382;167897;0;0;NA;867087;421421;0;0;405818;0;24584;0;0;15264;NA;NA;NA;NA;NA;NA;NA;NA;NA;2237844;-1379164;858680;-553155;305525;-126970;178555;-36709;141846;0;141846;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2855185;2836325;46915;0;-28055;-869636;-548514;-321122;0;0;1985549;-237502;-237502;0;1748047;33905;0;33905;0;1781952;1781952;800156;639983;199967;143803;-1957;"71208516000174";2014;"2004-01-01";"Telecomunicações";"Telecomunicações";"MG";"Telecomunicações";0;0;0;0;0;0;1;0;"Categoria B";"TELECOMUNICAÇÕES";"MG";"27/07/2007";"01/01/2004"
"29";"ALGAR TELECOM S/A";2015-12-31;3179307;776888;190461;17768;475129;10044;0;64800;12255;24199;2402419;135726;126;1710611;555956;NA;3179307;815144;160240;203466;102588;231060;117790;0;0;NA;1392859;1128425;69637;35558;159239;0;0;NA;971304;521421;0;0;408551;0;24041;111;0;17180;NA;NA;NA;NA;NA;NA;NA;NA;NA;2418391;-1511320;907071;-553472;353599;-158665;194934;-41300;153634;0;153634;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3136967;3092065;75856;0;-30954;-917391;-579869;-337522;0;0;2219576;-288213;-288213;0;1931363;46814;0;46814;0;1978177;1978177;800890;750097;273556;156321;-2687;"71208516000174";2015;"2004-01-01";"Telecomunicações";"Telecomunicações";"MG";"Telecomunicações";0;0;0;0;0;0;1;0;"Categoria B";"TELECOMUNICAÇÕES";"MG";"27/07/2007";"01/01/2004"
"30";"ALGAR TELECOM S/A";2016-12-31;3399398;819806;171473;17768;515239;13529;0;84962;13917;20686;2579592;131461;91;1893156;554884;NA;3399398;1022165;171950;268138;111138;334285;136654;0;0;NA;1283719;1077565;63388;23481;119285;0;0;NA;1093514;521421;0;0;530810;0;23506;89;0;17688;NA;NA;NA;NA;NA;NA;NA;NA;NA;2544890;-1592162;952728;-560312;392416;-157775;234641;-51063;183578;0;183578;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3430095;3314024;149750;0;-33679;-930441;-554852;-375589;0;0;2499654;-317611;-317611;0;2182043;60363;0;60363;0;2242406;2242406;888085;867466;303277;184660;-1082;"71208516000174";2016;"2004-01-01";"Telecomunicações";"Telecomunicações";"MG";"Telecomunicações";0;0;0;0;0;0;1;0;"Categoria B";"TELECOMUNICAÇÕES";"MG";"27/07/2007";"01/01/2004"
"31";"ALGAR TELECOM S/A";2017-12-31;3694384;887473;212013;0;549862;23985;0;71175;19083;11355;2806911;154353;126;2124386;528046;NA;3694384;1041492;176868;282117;125349;308044;149114;0;0;NA;1482921;1232014;95326;22949;132632;0;0;NA;1169971;721421;0;0;453504;0;18986;0;-23946;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;2715512;-1645073;1070439;-617467;452972;-141682;311290;-81698;229592;0;229592;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3660741;3557403;138128;0;-34790;-991784;-579039;-412745;0;0;2668957;-326957;-326957;0;2342000;52595;0;52595;0;2394595;2394595;893321;985484;286198;228696;896;"71208516000174";2017;"2004-01-01";"Telecomunicações";"Telecomunicações";"MG";"Telecomunicações";0;0;1;0;0;0;1;1;"Categoria B";"TELECOMUNICAÇÕES";"MG";"27/07/2007";"01/01/2004"
"32";"ALPARGATAS SA";2010-12-31;2246603;1473791;482488;172177;465433;272978;0;24685;5783;50247;772812;131500;77338;301520;262454;NA;2246603;622774;88021;212777;28629;226371;58129;8847;0;NA;275756;69589;122214;50945;33008;0;0;NA;1348073;441171;173795;0;728674;0;36586;-69751;0;37598;NA;NA;NA;NA;NA;NA;NA;NA;NA;2239156;-1217751;1021405;-697180;324225;8958;333183;-25972;307211;3241;310452;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2720976;2658984;65113;0;-3121;-1517652;-921172;-591050;-847;-4583;1203324;-51701;-51701;0;1151623;25257;-9222;33195;1284;1176880;1176880;451150;352435;62843;310452;0;"61079117000105";2010;"1907-04-03";"Consumo Cíclico";"Tecidos. Vestuário e Calçados";"SP";"Calçados";2;0;0;68;1;0;1;0;"Categoria A";"TEXTIL E VESTUÁRIO";"SP";"20/07/1977";"03/04/1907"
"33";"ALPARGATAS SA";2011-12-31;2442554;1609539;510467;160487;505858;351023;0;27959;11433;42312;833015;153175;74462;341980;263398;NA;2442554;666299;98897;297150;15515;180077;63224;11436;0;NA;286396;55856;159988;44307;26245;0;0;NA;1489859;518922;126514;0;865824;0;33640;-67212;0;12171;NA;NA;NA;NA;NA;NA;NA;NA;NA;2574700;-1420772;1153928;-842113;311815;29049;340864;-31797;309067;3241;309067;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3036484;3016367;26196;0;-6079;-1704483;-1001378;-688978;-8991;-5136;1332001;-54035;-54035;0;1277966;86338;-5657;91641;354;1364304;1364304;517424;423948;113865;309067;0;"61079117000105";2011;"1907-04-03";"Consumo Cíclico";"Tecidos. Vestuário e Calçados";"SP";"Calçados";0;0;1;0;1;0;1;23;"Categoria A";"TEXTIL E VESTUÁRIO";"SP";"20/07/1977";"03/04/1907"
"34";"ALPARGATAS SA";2012-12-31;2740729;1838987;122830;494078;694169;443938;0;54461;6583;22928;901742;129900;33564;494369;243909;NA;2740729;755459;109466;359079;13496;188406;73629;11383;0;NA;324372;110347;188257;11881;25768;0;0;NA;1660898;562158;125028;0;1014253;0;32254;-78069;0;5274;NA;NA;NA;NA;NA;NA;NA;NA;NA;3006982;-1734176;1272806;-981047;291759;8094;299853;-19317;280536;3241;280536;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3606384;3577781;34379;0;-5776;-2059051;-1257945;-790583;-7659;-2864;1547333;-60198;-60198;0;1487135;38438;-42864;80957;345;1525573;1525573;610981;499604;134452;280536;0;"61079117000105";2012;"1907-04-03";"Consumo Cíclico";"Tecidos. Vestuário e Calçados";"SP";"Calçados";1;0;0;69;1;0;1;0;"Categoria A";"TEXTIL E VESTUÁRIO";"SP";"20/07/1977";"03/04/1907"
"35";"ALPARGATAS SA";2013-12-31;3361984;2184259;134682;679718;801554;467528;0;58184;10765;31828;1177725;130264;183098;624264;240099;NA;3361984;1014522;127176;384055;25269;275311;195956;6755;0;NA;513011;281523;200974;11881;30514;0;0;NA;1834451;624610;113910;0;1154502;0;26809;-83620;-1760;5274;NA;NA;NA;NA;NA;NA;NA;NA;NA;3425959;-2005390;1420569;-1095170;325399;22017;347416;-37653;309763;0;309763;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4011572;4006625;9425;0;-4478;-2309761;-1464516;-836158;-6465;-2622;1701811;-66652;-66652;0;1635159;154604;-27087;172355;9336;1789763;1789763;698707;548473;232820;309763;0;"61079117000105";2013;"1907-04-03";"Consumo Cíclico";"Tecidos. Vestuário e Calçados";"SP";"Calçados";0;0;0;0;1;0;1;0;"Categoria A";"TEXTIL E VESTUÁRIO";"SP";"20/07/1977";"03/04/1907"
"36";"ALPARGATAS SA";2014-12-31;3646566;2138855;316610;169012;914957;595233;0;68340;12546;62157;1507711;137627;2042;698095;669947;NA;3646566;995623;150873;396898;41128;295931;99974;10819;0;NA;550039;218072;218125;86222;27620;0;0;NA;2100904;648497;92457;0;1281816;0;16102;-43948;2802;103178;NA;NA;NA;NA;NA;NA;NA;NA;NA;3711162;-2212917;1498245;-1173226;325019;-22654;302365;-15837;286528;0;286528;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4374145;4325220;57635;0;-8710;-2544259;-1797184;-739138;-5967;-1970;1829886;-77725;-77725;0;1752161;153841;-19513;144358;28996;1906002;1906002;780133;542835;296506;286528;0;"61079117000105";2014;"1907-04-03";"Consumo Cíclico";"Tecidos. Vestuário e Calçados";"SP";"Calçados";2;0;1;71;1;0;1;24;"Categoria A";"TEXTIL E VESTUÁRIO";"SP";"20/07/1977";"03/04/1907"
"37";"ALPARGATAS SA";2015-12-31;3763470;2208631;394926;93267;883760;633664;0;84663;14797;103554;1554839;140236;2319;740902;671382;NA;3763470;1309519;172530;437636;47185;495243;134891;16057;5977;NA;522715;177449;238386;82868;24012;0;0;NA;1931236;648497;95404;0;1123749;0;14696;-45104;2287;91707;NA;NA;NA;NA;NA;NA;NA;NA;NA;4126254;-2366828;1759426;-1390621;368805;-62805;306000;-28099;277901;-14653;263248;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4948055;4953685;2776;0;-8406;-2716241;-2042705;-665479;-7751;-306;2231814;-101611;-101611;0;2130203;152243;-19513;160584;-8341;2282446;2282446;964429;711771;342998;263248;0;"61079117000105";2015;"1907-04-03";"Consumo Cíclico";"Tecidos. Vestuário e Calçados";"SP";"Calçados";0;0;0;0;1;0;1;0;"Categoria A";"TEXTIL E VESTUÁRIO";"SP";"20/07/1977";"03/04/1907"
"38";"ALPARGATAS SA";2016-12-31;3782052;2262005;391347;110771;931300;652408;0;63476;11684;101019;1520047;148601;2206;722083;647157;NA;3782052;994530;162695;427288;68840;209908;99922;13349;12528;NA;721773;382766;233139;67510;38358;0;0;NA;2065749;648497;108551;0;1365194;0;13665;-159456;-428;89726;NA;NA;NA;NA;NA;NA;NA;NA;NA;4054404;-2254120;1800284;-1327941;472343;-87062;385281;-23023;362258;-3785;358473;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4834155;4786398;56127;0;-8370;-2021154;-1733410;-263757;-9228;-14759;2813001;-103621;-103621;0;2709380;110337;-19513;109665;672;2819717;2819717;1005656;1114239;341349;358473;0;"61079117000105";2016;"1907-04-03";"Consumo Cíclico";"Tecidos. Vestuário e Calçados";"SP";"Calçados";0;0;0;0;1;0;1;0;"Categoria A";"TEXTIL E VESTUÁRIO";"SP";"20/07/1977";"03/04/1907"
"39";"ALPARGATAS SA";2017-12-31;3853454;2439913;629238;77115;911541;698761;0;85158;11262;26838;1413541;196742;1320;721645;493834;NA;3853454;1121505;131336;388112;32785;408941;145339;14992;12528;NA;467560;324702;44974;55917;41967;0;0;NA;2264389;648497;108551;0;1578434;0;13225;-162317;-428;77999;NA;NA;NA;NA;NA;NA;NA;NA;NA;3721863;-2082261;1639602;-1260185;379417;-73622;305795;46441;352236;-1674;350562;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4349372;4362533;12909;0;-26070;-2076978;-1276918;-668666;-127565;-3829;2272394;-106822;-106822;0;2165572;57323;0;56329;994;2222895;2222895;934654;679527;258152;350562;0;"61079117000105";2017;"1907-04-03";"Consumo Cíclico";"Tecidos. Vestuário e Calçados";"SP";"Calçados";0;0;1;0;1;0;1;25;"Categoria A";"TEXTIL E VESTUÁRIO";"SP";"20/07/1977";"03/04/1907"
"40";"ALUPAR INVESTIMENTO S/A";2010-12-31;5669819;1471470;17809;488225;903293;17721;0;28663;1960;13799;4198349;2851876;5686;449002;891785;NA;5669819;676250;6857;51778;100839;325635;164350;26791;0;NA;2319346;2128197;34948;154746;1455;0;0;NA;2674223;804001;0;0;554339;0;-17110;0;0;1332993;NA;NA;NA;NA;NA;NA;NA;NA;NA;1327336;-619132;708204;-37444;670760;-133228;537532;-89058;448474;0;448474;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1409853;893261;20197;496395;0;-619543;-112099;-11049;0;-496395;790310;-5003;-5003;0;785307;55497;0;55497;0;840804;840804;35460;164604;192266;448474;0;"08364948000138";2010;"2006-09-27";"Utilidade Pública";"Energia Elétrica";"SP";"Energia Elétrica";0;0;0;0;0;0;0;0;"Categoria A";"Emp. Adm. Part. - Energia Elétrica";"SP";"18/06/2008";"27/09/2006"
"41";"ALUPAR INVESTIMENTO S/A";2011-12-31;6410723;1500212;26543;152545;1042822;21441;0;59370;941;196550;4910511;3160261;5756;1631325;113169;NA;6410723;918682;8967;57606;84193;581601;122816;63499;0;NA;2678720;2253323;86687;332793;5917;0;0;NA;2813321;804001;84946;0;644186;0;0;0;0;1280188;NA;NA;NA;NA;NA;NA;NA;NA;NA;1213645;-373051;840594;-102194;738400;-199623;538777;-99733;439044;0;439044;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1290440;0;1052514;237926;0;-370716;-121424;-11366;0;-237926;919724;-24138;-24138;0;895586;60685;0;60685;0;956271;956271;47085;206137;264005;439044;0;"08364948000138";2011;"2006-09-27";"Utilidade Pública";"Energia Elétrica";"SP";"Energia Elétrica";0;0;0;0;0;0;0;0;"Categoria A";"Emp. Adm. Part. - Energia Elétrica";"SP";"18/06/2008";"27/09/2006"
"42";"ALUPAR INVESTIMENTO S/A";2012-12-31;7456055;1864685;52791;505317;1134510;23118;0;47782;841;100326;5591370;3357064;5862;2076841;151603;NA;7456055;1137513;10833;110669;80159;688715;184361;62776;0;NA;3244278;2759323;72963;383984;28008;0;0;NA;3074264;804001;70230;0;759900;0;0;0;0;1440133;NA;NA;NA;NA;NA;NA;NA;NA;NA;1258640;-290173;968467;-87334;881133;-232753;648380;-109442;538938;0;538938;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1344391;0;1209671;134720;0;-253458;-32671;-81954;0;-138833;1090933;-36584;-36584;0;1054349;45255;0;45255;0;1099604;1099604;55771;219508;285387;538938;0;"08364948000138";2012;"2006-09-27";"Utilidade Pública";"Energia Elétrica";"SP";"Energia Elétrica";0;0;0;0;0;0;0;0;"Categoria A";"Emp. Adm. Part. - Energia Elétrica";"SP";"18/06/2008";"27/09/2006"
"43";"ALUPAR INVESTIMENTO S/A";2013-12-31;8360155;2119759;520054;283259;1198366;33270;0;38103;853;45854;6240396;3396579;194789;2505282;143746;NA;8360155;1174651;10732;68742;92609;718855;235247;48466;0;NA;3083358;2564225;74660;416631;27842;0;0;NA;4102146;1590658;57293;0;913004;0;0;0;5287;1535904;NA;NA;NA;NA;NA;NA;NA;NA;NA;1290831;-258699;1032132;-66472;965660;-182230;783430;-128462;654968;0;654968;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1381706;0;1297233;84473;0;-222126;-36560;-92470;0;-93096;1159580;-35392;-35392;0;1124188;87455;20382;67073;0;1211643;1211643;62160;238104;256411;654968;0;"08364948000138";2013;"2006-09-27";"Utilidade Pública";"Energia Elétrica";"SP";"Energia Elétrica";0;0;0;0;0;0;0;0;"Categoria A";"Emp. Adm. Part. - Energia Elétrica";"SP";"18/06/2008";"27/09/2006"
