"";"name_company";"ref_date";"x1_ativo_total";"x1_01_ativo_circulante";"x1_01_01_caixa_e_equivalentes_de_caixa";"x1_01_02_aplicacoes_financeiras";"x1_01_03_contas_a_receber";"x1_01_04_estoques";"x1_01_05_ativos_biologicos";"x1_01_06_tributos_a_recuperar";"x1_01_07_despesas_antecipadas";"x1_01_08_outros_ativos_circulantes";"x1_02_ativo_nao_circulante";"x1_02_01_ativo_realizavel_a_longo_prazo";"x1_02_02_investimentos";"x1_02_03_imobilizado";"x1_02_04_intangivel";"x1_02_05_diferido";"x2_passivo_total";"x2_01_passivo_circulante";"x2_01_01_obrigacoes_sociais_e_trabalhistas";"x2_01_02_fornecedores";"x2_01_03_obrigacoes_fiscais";"x2_01_04_emprestimos_e_financiamentos";"x2_01_05_outras_obrigacoes";"x2_01_06_provisoes";"x2_01_07_passivos_sobre_ativos_nao_correntes_a_venda_e_descontinuados";"x2_01_08_outros";"x2_02_passivo_nao_circulante";"x2_02_01_emprestimos_e_financiamentos";"x2_02_02_outras_obrigacoes";"x2_02_03_tributos_diferidos";"x2_02_04_provisoes";"x2_02_05_passivos_sobre_ativos_nao_correntes_a_venda_e_descontinuados";"x2_02_06_lucros_e_receitas_a_apropriar";"x2_03_patrimonio_liquido";"x2_03_patrimonio_liquido_consolidado";"x2_03_01_capital_social_realizado";"x2_03_02_reservas_de_capital";"x2_03_03_reservas_de_reavaliacao";"x2_03_04_reservas_de_lucros";"x2_03_05_lucros_prejuizos_acumulados";"x2_03_06_ajustes_de_avaliacao_patrimonial";"x2_03_07_ajustes_acumulados_de_conversao";"x2_03_08_outros_resultados_abrangentes";"x2_03_09_participacao_dos_acionistas_nao_controladores";"x2_04_part_de_acionistas_nao_controladores";"x2_05_patrimonio_liquido";"x2_05_01_capital_social_realizado";"x2_05_02_reservas_de_capital";"x2_05_03_reservas_de_reavaliacao";"x2_05_04_reservas_de_lucro";"x2_05_05_ajustes_de_avaliacao_patrimonial";"x2_05_06_lucros_prejuizos_acumulados";"x2_05_07_adiantamento_para_futuro_aumento_capital";"x3_01_receita_de_venda_de_bens_e_ou_servicos";"x3_02_custo_dos_bens_e_ou_servicos_vendidos";"x3_03_resultado_bruto";"x3_04_despesas_receitas_operacionais";"x3_05_resultado_antes_do_resultado_financeiro_e_dos_tributos";"x3_06_resultado_financeiro";"x3_07_resultado_antes_dos_tributos_sobre_o_lucro";"x3_08_imposto_de_renda_e_contribuicao_social_sobre_o_lucro";"x3_09_resultado_liquido_das_operacoes_continuadas";"x3_10_resultado_liquido_de_operacoes_descontinuadas";"x3_11_lucro_prejuizo_consolidado_do_periodo";"x3_11_lucro_prejuizo_do_periodo";"x3_12_participacoes_contribuicoes_estatutarias";"x3_13_reversao_dos_juros_sobre_capital_proprio";"x3_14_part_de_acionistas_nao_controladores";"x3_15_lucro_prejuizo_do_periodo";"x3_99_lucro_por_acao_reais_acao";"x6_01_receitas";"x6_01_01_vendas_mercadorias_produtos_e_servicos";"x6_01_02_outras_receitas";"x6_01_03_receitas_refs_a_constr_ativos_proprios";"x6_01_04_provisao_rev_creds_liquidacao_duvidosa";"x6_02_insumos_adquiridos_de_terceiros";"x6_02_01_custos_prods_mercs_e_servs_vendidos";"x6_02_02_materiais_energia_servs_terceiros_outros";"x6_02_03_perda_recuperacao_de_valores_ativos";"x6_02_04_outros";"x6_03_valor_adicionado_bruto";"x6_04_retencoes";"x6_04_01_depreciacao_amortizacao_e_exaustao";"x6_04_02_outras";"x6_05_valor_adicionado_liquido_produzido";"x6_06_vlr_adicionado_recebido_em_transferencia";"x6_06_01_resultado_de_equivalencia_patrimonial";"x6_06_02_receitas_financeiras";"x6_06_03_outros";"x6_07_valor_adicionado_total_a_distribuir";"x6_08_distribuicao_do_valor_adicionado";"x6_08_01_pessoal";"x6_08_02_impostos_taxas_e_contribuicoes";"x6_08_03_remuneracao_de_capitais_de_terceiros";"x6_08_04_remuneracao_de_capitais_proprios";"x6_08_05_outros";"x7_01_receitas";"x7_01_01_vendas_de_mercadorias_produtos_e_servicos";"x7_01_02_outras_receitas";"x7_01_03_receitas_refs_a_construcao_de_ativos_proprios";"x7_01_04_provisao_reversao_de_creds_liquidacao_duvidosa";"x7_02_insumos_adquiridos_de_terceiros";"x7_02_01_custos_prods_mercs_e_servs_vendidos";"x7_02_02_materiais_energia_servs_de_terceiros_e_outros";"x7_02_03_perda_recuperacao_de_valores_ativos";"x7_02_04_outros";"x7_03_valor_adicionado_bruto";"x7_04_retencoes";"x7_04_01_depreciacao_amortizacao_e_exaustao";"x7_04_02_outras";"x7_05_valor_adicionado_liquido_produzido";"x7_06_vlr_adicionado_recebido_em_transferencia";"x7_06_01_resultado_de_equivalencia_patrimonial";"x7_06_02_receitas_financeiras";"x7_06_03_outros";"x7_07_valor_adicionado_total_a_distribuir";"x7_08_distribuicao_do_valor_adicionado";"x7_08_01_pessoal";"x7_08_02_impostos_taxas_e_contribuicoes";"x7_08_03_remuneracao_de_capitais_de_terceiros";"x7_08_04_remuneracao_de_capitais_proprios";"x7_08_05_outros";"cnpj";"ano";"constitu";"setor";"subsetor";"estado";"segmento";"patentes";"cedentes";"cessionaria";"num_patentes";"e_cedente";"num_cedentes";"e_cessionaria";"num_cessionaria";"categ_reg";"setor_ativ";"uf";"dt_reg";"dt_const";"pl";"lucro";"liq_cor";"liq_geral";"end_ger";"end_ce";"roa";"roe";"intang_ativo";"intang_pl";"ch";"giro";"pro_patente";"lucra";"categoria";"ativi";"dano";"idade";"tamanho";"vca";"ief";"pagr";"pplgr";"pgpgr";"alta";"baixa";"regiao";"id"
"1097";"HYPERA S/A";2014-12-31;13887691;4825420;1829905;0;1553826;661666;0;525518;83976;170529;9062271;444540;641;1666691;6950399;NA;13887691;2989129;156550;706642;47437;1731023;347477;0;0;NA;3422599;3073876;48107;143838;156778;0;0;NA;7475963;5269124;1421371;0;989911;0;-204443;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4680348;-1698353;2981995;-2071908;910087;-416763;493324;-81115;412209;-9514;402695;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5276626;5043159;123742;134397;-24672;-3528858;-1606761;-1851032;-71065;0;1747768;-109530;-109530;0;1638238;179149;-613;179762;0;1817387;1817387;860055;-126864;681501;402695;0;"02932074000191";2014;"2002-01-01";"Saúde";"Comércio e Distribuição";"SP";"Medicamentos e Outros Produtos";6;0;2;24;0;0;1;7;"Categoria A";"Farmacêutico e Higiene";"SP";"16/04/2008";"01/01/2002";7475963;402695;1,61432310214782;2,16598255571665;0,466197100064132;0,46168423534193;0,028996540893659;0,0538653013665263;0,500471892699802;0,929699491557141;5,44191708669794;0,379949841913965;1;0,194448575191417;"Categoria A";"Farmacêutico e Higiene";"2014";12;16,4465134662108;0,167656164008833;0,89384813990465;0,13086315068502;0,243097377555239;2,11310555720274;0;0;"suldeste";51
"1098";"HYPERA S/A";2015-12-31;15823430;9771757;2756138;0;980080;369677;0;102576;110549;5452737;6051673;588876;1161;740661;4720975;NA;15823430;3350320;126630;69191;54494;765659;1581290;0;753056;NA;4442655;4155486;30513;100357;156299;0;0;NA;8030455;5270726;1472735;0;1543556;0;-256562;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;2956649;-746511;2210138;-1326277;883861;-515859;368002;-22514;345488;214384;559872;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6353676;5697426;517651;157211;-18612;-4515618;-2072110;-2330517;-112991;0;1838058;-106978;-106978;0;1731080;201036;-2914;203950;0;1932116;1932116;885490;-337080;823834;559872;0;"02932074000191";2015;"2002-01-01";"Saúde";"Comércio e Distribuição";"SP";"Medicamentos e Outros Produtos";1;0;1;25;0;0;1;8;"Categoria A";"Farmacêutico e Higiene";"SP";"16/04/2008";"01/01/2002";8030455;559872;2,91666378137014;2,03047359962017;0,429915404579124;0,492495937985633;0,0353824676444993;0,0697185900425318;0,298353454339546;0,587883874574977;3,33899761713853;0,401535950170096;1;0,298940117680523;"Categoria A";"Farmacêutico e Higiene";"2015";13;16,5770023109623;0,0701705003276786;1,51266960997298;0,122104752256622;0,24059857131383;2,18197382240341;0;0;"suldeste";51
"1099";"INDÚSTRIAS ROMI S.A.";2010-12-31;1861192;976708;246935;53721;438299;263460;0;14090;0;13924;884484;588116;0;289018;7350;NA;1861192;450169;36422;48323;11305;328506;25613;0;0;NA;709006;666919;8333;7325;26429;0;0;NA;702017;489973;2052;0;225656;0;0;-17639;0;1975;NA;NA;NA;NA;NA;NA;NA;NA;NA;673529;-430776;242753;-165852;76901;4247;81148;-12398;68750;0;68750;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;806269;815644;2479;0;-11854;-370298;-311976;-21788;0;-36534;435971;-24041;-24041;0;411930;20767;0;20767;0;432697;432697;211231;134980;17736;68750;0;"56720428000163";2010;"1938-04-19";"Bens Industriais";"Máquinas e Equipamentos";"SP";"Máq. e Equip. Industriais";0;0;1;0;1;0;1;35;"Categoria A";"Máquinas, Equipamentos, Veículos e Peças";"SP";"19/04/1938";"19/04/1938";702017;68750;2,1696473990879;1,60561778851338;0,38835292341536;0,622813229371285;0,0369386930526243;0,0979321013593688;0,00394908209362602;0,0104698319271471;3,1885897429828;0,433200336128675;0;0,1141762270073;"Categoria A";"Máquinas, Equipamentos, Veículos e Peças";"2010";72;14,4367277006412;0,296840949241131;1,04445774358331;0,232483806076966;0,61636256671847;2,0484540621405;1;0;"suldeste";231
"1100";"INDÚSTRIAS ROMI S.A.";2011-12-31;1813394;950348;162813;0;428626;314355;0;11854;0;32700;863046;574118;0;280796;8132;NA;1813394;512924;26546;41172;6505;420772;17929;0;0;NA;620726;570796;9108;7761;33061;0;0;NA;679744;489973;2052;0;190999;0;0;-5248;0;1968;NA;NA;NA;NA;NA;NA;NA;NA;NA;631054;-458442;172612;-183676;-11064;10836;-228;4554;4326;0;4326;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;743950;762436;1004;0;-19490;-377698;-301462;-36232;0;-40004;366252;-28795;-28795;0;337457;26912;0;26912;0;364369;364369;202649;111755;20258;29707;0;"56720428000163";2011;"1938-04-19";"Bens Industriais";"Máquinas e Equipamentos";"SP";"Máq. e Equip. Industriais";0;0;1;0;1;0;1;36;"Categoria A";"Máquinas, Equipamentos, Veículos e Peças";"SP";"19/04/1938";"19/04/1938";679744;4326;1,85280470401073;1,59960658051427;0,452453579147003;0,625153717283723;0,00238558195295672;0,00636416062517654;0,00448440879367639;0,0119633273703041;3,11402474228839;0,410252818747608;0;-0,0175325724898345;"Categoria A";"Máquinas, Equipamentos, Veículos e Peças";"2011";73;14,4107107854867;0,328197291928836;0,943348103152622;0,200932064405198;0,536038567460691;1,79803009143889;1;0;"suldeste";231
"1101";"INDÚSTRIAS ROMI S.A.";2012-12-31;1614560;868278;82320;0;443201;301686;0;10817;0;30254;746282;409885;18047;272857;45493;NA;1614560;489931;21781;41516;11263;355632;59739;0;0;NA;487359;454769;3786;22284;6520;0;0;NA;637270;489973;2052;0;139741;0;0;3761;0;1743;NA;NA;NA;NA;NA;NA;NA;NA;NA;617561;-485712;131849;-183724;-51875;-2302;-54177;16808;-37369;0;-37369;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;701282;717201;8133;0;-24052;-431793;-343939;-65436;0;-22418;269489;-37543;-37543;0;231946;21575;0;21575;0;253521;253521;179990;82694;27970;-37133;0;"56720428000163";2012;"1938-04-19";"Bens Industriais";"Máquinas e Equipamentos";"SP";"Máq. e Equip. Industriais";0;0;0;0;1;0;1;0;"Categoria A";"Máquinas, Equipamentos, Veículos e Peças";"SP";"19/04/1938";"19/04/1938";637270;-37369;1,77224547946548;1,6520787074461;0,501315883719264;0,605298037855515;-0,0231450054504013;-0,0586391953175263;0,0281767168764245;0,0713873240541686;3,43108506028113;0,434348677038946;0;-0,0839997992101185;"Categoria A";"Máquinas, Equipamentos, Veículos e Peças";"2012";74;14,2945730316984;0,355851129719552;0,932597178539803;0,157021727281736;0,39782352848871;1,40852825156953;1;0;"suldeste";231
"1102";"INDÚSTRIAS ROMI S.A.";2013-12-31;1421130;784796;107232;0;363805;274066;0;13932;0;25761;636334;292516;22316;272559;48943;NA;1421130;413386;23960;43392;16364;264598;65072;0;0;NA;357821;320978;3037;25977;7829;0;0;NA;649923;489973;2052;0;140784;0;0;15426;0;1688;NA;NA;NA;NA;NA;NA;NA;NA;NA;667423;-474151;193272;-162995;30277;4233;34510;-8131;26379;-24537;1842;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;783765;792319;8133;0;-8554;-452229;-365443;-62211;0;-24575;331536;-36453;-36453;0;295083;25858;0;25858;0;320941;320941;196543;95037;26987;2374;0;"56720428000163";2013;"1938-04-19";"Bens Industriais";"Máquinas e Equipamentos";"SP";"Máq. e Equip. Industriais";0;0;0;0;1;0;1;0;"Categoria A";"Máquinas, Equipamentos, Veículos e Peças";"SP";"19/04/1938";"19/04/1938";649923;1842;1,89845809969375;1,84273482994838;0,536024698945938;0,542671676764265;0,00129615165396551;0,00283418189539376;0,0344394953311801;0,0753058439230493;3,39581160356767;0,551508306769965;0;0,0453640345028565;"Categoria A";"Máquinas, Equipamentos, Veículos e Peças";"2013";75;14,1669628877646;0,384641095466284;0,931232425307557;0,225835074905181;0,493813882567627;1,63293019848074;1;0;"suldeste";231
"1103";"INDÚSTRIAS ROMI S.A.";2014-12-31;1288996;722504;145580;0;279498;258014;0;17892;0;21520;566492;219722;22204;278400;46166;NA;1288996;353379;19291;30992;6610;237940;58546;0;0;NA;291456;260458;1483;25416;4099;0;0;NA;644161;489973;2052;0;135952;0;0;14560;0;1624;NA;NA;NA;NA;NA;NA;NA;NA;NA;648611;-481184;167427;-157844;9583;2748;12331;-4661;7670;-24537;7670;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;756414;756133;8133;0;281;-452325;-371724;-45591;0;-35010;304089;-35213;-35213;0;268876;18657;0;18657;0;287533;287533;172697;86898;20268;7670;0;"56720428000163";2014;"1938-04-19";"Bens Industriais";"Máquinas e Equipamentos";"SP";"Máq. e Equip. Industriais";1;0;0;19;1;0;1;0;"Categoria A";"Máquinas, Equipamentos, Veículos e Peças";"SP";"19/04/1938";"19/04/1938";644161;7670;2,04455839198141;1,99895477137562;0,548014608388192;0,500261443790361;0,0059503675729017;0,0119069611479118;0,0358154718866467;0,0716684182991519;3,75577456470002;0,586824163922929;1;0,0147746492119313;"Categoria A";"Máquinas, Equipamentos, Veículos e Peças";"2014";76;14,0693741787357;0,416148692470729;0,947754170375958;0,223067410604843;0,446368221609194;1,66495654238348;1;0;"suldeste";231
"1104";"INDÚSTRIAS ROMI S.A.";2015-12-31;1219716;703173;144581;0;243034;267786;0;24564;0;23208;516543;166366;17000;277809;55368;NA;1219716;247562;20834;28400;6354;128610;63364;0;0;NA;299159;262941;1050;32711;2457;0;0;NA;672995;492025;2052;0;135643;0;0;43051;0;2276;NA;NA;NA;NA;NA;NA;NA;NA;NA;606632;-468605;138027;-140069;-2042;10897;8855;-1509;7346;-24537;7346;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;672145;675803;0;0;-3658;-380201;-288428;-61007;0;-30766;291944;-34445;-34445;0;257499;31855;0;31855;0;289354;289354;203063;53397;25548;7346;0;"56720428000163";2015;"1938-04-19";"Bens Industriais";"Máquinas e Equipamentos";"SP";"Máq. e Equip. Industriais";0;0;0;0;1;0;1;0;"Categoria A";"Máquinas, Equipamentos, Veículos e Peças";"SP";"19/04/1938";"19/04/1938";672995;7346;2,8403914978874;2,23096606861635;0,452812311947044;0,448236310747748;0,00602271348412253;0,0109153857012311;0,045394173725687;0,0822710421325567;2,98740784879569;0,551066805715429;0;-0,00336612641601498;"Categoria A";"Máquinas, Equipamentos, Veículos e Peças";"2015";77;14,0141286027251;0,447313145027203;1,00873995478938;0,237230634016443;0,429949702449498;1,42494693764989;1;0;"suldeste";231
"1105";"INDÚSTRIAS ROMI S.A.";2016-12-31;1084120;622374;122341;0;196572;264587;0;24402;0;14472;461746;149329;17538;252033;42846;NA;1084120;290889;19013;34482;2596;166612;68186;0;0;NA;191699;163291;635;25853;1920;0;0;NA;601532;492025;2052;0;90243;0;0;17694;0;1570;NA;NA;NA;NA;NA;NA;NA;NA;NA;586917;-469921;116996;-161430;-44434;-3783;-48217;8748;-39469;0;-39469;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;635315;649845;0;0;-14530;-358623;-267128;-40205;0;-51290;276692;-34385;-34385;0;242307;-3783;0;-3783;0;238524;238524;210104;44939;22950;-39469;0;"56720428000163";2016;"1938-04-19";"Bens Industriais";"Máquinas e Equipamentos";"SP";"Máq. e Equip. Industriais";0;0;0;0;1;0;1;0;"Categoria A";"Máquinas, Equipamentos, Veículos e Peças";"SP";"19/04/1938";"19/04/1938";601532;-39469;2,13955838825119;2,24647110993228;0,602768821437748;0,445142604139763;-0,0364064863668229;-0,0656141319165065;0,0395214551894624;0,0712281308392571;2,79345942961581;0,586019075379109;0;-0,0757074680065495;"Categoria A";"Máquinas, Equipamentos, Veículos e Peças";"2016";78;13,8962791559618;0,476533963029923;0,941336824844803;0,220016234365199;0,396527533032324;1,13526634428664;1;0;"suldeste";231
"1106";"INDÚSTRIAS ROMI S.A.";2017-12-31;1075423;592193;119352;0;208417;241891;0;11780;0;10753;483230;154515;18602;257939;52174;NA;1075423;280526;28148;33802;5896;129633;83047;0;0;NA;151397;119836;115;29885;1561;0;0;NA;643500;492025;0;0;118960;0;0;30984;0;1531;NA;NA;NA;NA;NA;NA;NA;NA;NA;672873;-483236;189637;-138372;51265;3828;55093;-17139;37954;0;37954;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;754818;750788;5094;0;-1064;-436591;-361692;-37315;0;-37584;318227;-30255;-30255;0;287972;18668;0;18668;0;306640;306640;206710;42715;19261;37954;0;"56720428000163";2017;"1938-04-19";"Bens Industriais";"Máquinas e Equipamentos";"SP";"Máq. e Equip. Industriais";0;0;0;0;1;0;1;0;"Categoria A";"Máquinas, Equipamentos, Veículos e Peças";"SP";"19/04/1938";"19/04/1938";643500;37954;2,11100931820936;2,48984888510221;0,649481504805255;0,401630800159565;0,0352921594572554;0,058980574980575;0,0485148634537294;0,0810784770784771;3,25515456436554;0,701880097412832;0;0,0761882257127274;"Categoria A";"Máquinas, Equipamentos, Veículos e Peças";"2017";79;13,8882246305197;0,46477525587606;0,887330528284245;0,285134314590631;0,476519036519037;1,48343089352233;1;0;"suldeste";231
"1107";"INEPAR SA IND E CONSTRUÇÕES - EM RECUPERAÇÃO JUDICIAL";2010-12-31;3406324;1490526;180009;0;444176;350635;0;0;6872;508834;1915798;1496504;29391;372657;17246;NA;3406324;1637476;0;110038;0;920739;551545;55154;0;NA;1089593;176790;689773;147746;75284;0;0;NA;679255;344638;127774;63293;0;56231;87319;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;1425600;-1181000;244600;-112997;131603;-81218;50385;-6206;44179;0;44179;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1622320;1609963;14138;0;-1781;-1026146;-700564;-325582;-160122;0;596174;-12619;-12619;0;583555;174521;-236;173727;1030;758076;758076;310985;151630;259894;35567;77873;"76627504000106";2010;"1968-05-01";"Bens Industriais";"Máquinas e Equipamentos";"SP";"Máq. e Equip. Industriais";0;0;0;0;0;0;1;0;"Categoria A";"Máquinas, Equipamentos, Veículos e Peças";"PR";"22/01/1980";"01/05/1968";679255;44179;0,91025822668546;1,249078772851;0,600452720484887;0,800590020209469;0,0129696998876208;0,065040375116856;0,00506293588043885;0,0253895812323796;4,58414392977153;0,476267084399488;0;0,09231411335578;"Categoria A";"Máquinas, Equipamentos, Veículos e Peças";"2010";42;15,0411442619284;0,212337992510401;0,632814206288031;0,222549587179611;1,11604036775585;2,43766098043314;1;0;"sul";281
"1108";"INEPAR SA IND E CONSTRUÇÕES - EM RECUPERAÇÃO JUDICIAL";2011-12-31;3760059;1606949;35484;231873;616912;295367;0;0;4740;422573;2153110;1438231;275153;383532;56194;NA;3760059;1690522;0;174342;0;850583;610814;54783;0;NA;1436446;526842;661188;160429;87987;0;0;NA;633091;416903;1548;80155;0;52510;81975;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;1536493;-1246821;289672;-337480;-47808;69170;21362;-27355;-5993;0;-5993;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1678034;1632899;46166;0;-1031;-1162463;-680550;-481913;-160122;0;515571;-20293;-20293;0;495278;283988;-77623;361611;1030;779266;779266;318385;150110;312185;-1414;0;"76627504000106";2011;"1968-05-01";"Bens Industriais";"Máquinas e Equipamentos";"SP";"Máq. e Equip. Industriais";0;0;0;0;0;0;1;0;"Categoria A";"Máquinas, Equipamentos, Veículos e Peças";"PR";"22/01/1980";"01/05/1968";633091;-5993;0,950563790355878;1,20246161777159;0,540626575008123;0,831627376059791;-0,00159385796871804;-0,00946625366653451;0,0149449782569901;0,088761331309401;4,82589632049249;0,446278635521411;0;-0,0311150132151595;"Categoria A";"Máquinas, Equipamentos, Veículos e Peças";"2011";43;15,1399452067323;0,180555411497532;0,756939517912564;0,2072483437095;1,23089097775833;2,44755877318341;1;0;"sul";281
"1109";"INEPAR SA IND E CONSTRUÇÕES - EM RECUPERAÇÃO JUDICIAL";2012-12-31;4331681;1586405;52698;93013;640711;300589;0;0;3501;495893;2745276;1136374;287616;811859;509427;NA;4331681;1932414;0;190586;0;949186;741069;51573;0;NA;1850823;719155;770961;266831;93876;0;0;NA;548444;418267;1548;67321;0;-13205;74513;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;1867964;-1520559;347405;-245308;102097;-169267;-67170;-8978;-76148;0;-76148;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1994090;1989373;3543;0;1174;-1250037;-684345;-565692;0;0;744053;-27897;-27897;0;716156;213164;1868;211296;1030;929320;929320;395420;167197;440408;-73705;0;"76627504000106";2012;"1968-05-01";"Bens Industriais";"Máquinas e Equipamentos";"SP";"Máq. e Equip. Industriais";0;0;0;0;0;0;1;0;"Categoria A";"Máquinas, Equipamentos, Veículos e Peças";"PR";"22/01/1980";"01/05/1968";548444;-76148;0,820944683696144;1,1449668630329;0,510783226110339;0,873387721764368;-0,0175793185139903;-0,138843710570268;0,117604920583949;0,928858734893626;4,72399979768348;0,460350150438132;0;0,0546568349282963;"Categoria A";"Máquinas, Equipamentos, Veículos e Peças";"2012";44;15,2814662463491;0,256816695412243;0,744973923663721;0,214540267392728;1,69446652712036;2,35020990339386;1;0;"sul";281
"1110";"INEPAR SA IND E CONSTRUÇÕES - EM RECUPERAÇÃO JUDICIAL";2013-12-31;3269834;1408136;56938;40094;479880;410510;0;0;6047;414667;1861698;431609;572116;397373;460600;NA;3269834;1968325;0;153093;0;915233;730625;169374;0;NA;1198425;488295;482224;127615;100291;0;0;NA;103084;413922;1548;61589;0;-442626;68651;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;1069064;-913719;155345;-251466;-96121;-112126;-208247;20629;-187618;0;-187618;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1137840;1142605;3238;-4305;-460;-626214;-194971;-431243;0;0;511626;-21291;-21291;0;490335;140256;-54552;194808;0;630591;630591;384727;100245;337351;-191732;0;"76627504000106";2013;"1968-05-01";"Bens Industriais";"Máquinas e Equipamentos";"SP";"Máq. e Equip. Industriais";0;0;0;0;0;0;1;0;"Categoria A";"Máquinas, Equipamentos, Veículos e Peças";"PR";"22/01/1980";"01/05/1968";103084;-187618;0,715398117688898;1,03255198547407;0,621559958948449;0,96847424058836;-0,0573784479579086;-1,82004966823173;0,140863419977895;4,46820069069885;2,77876000384688;0,347980967841181;0;-0,0899113617145466;"Categoria A";"Máquinas, Equipamentos, Veículos e Peças";"2013";45;15,0002497770589;0,247071563877555;0,709594808221783;0,192851074397049;6,11725389003143;1,6390609445139;1;0;"sul";281
"1111";"INEPAR SA IND E CONSTRUÇÕES - EM RECUPERAÇÃO JUDICIAL";2014-12-31;2670504;663034;1994;2839;212001;375581;0;0;597;70022;2007470;514414;622574;411502;458980;NA;2670504;3063342;0;205405;0;1689460;820795;347682;0;NA;704493;23851;304343;115403;260896;0;0;NA;-1097331;390712;-1078;53767;0;-1619898;79166;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;619331;-766801;-147470;-487266;-634736;-166136;-800872;57095;-743777;0;-743777;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;580370;648366;3238;13987;-81983;-923813;-164634;-759179;0;0;-343443;-22218;-22218;0;-365661;185938;11159;174779;0;-179723;-179723;222262;16981;348254;-767220;0;"76627504000106";2014;"1968-05-01";"Bens Industriais";"Máquinas e Equipamentos";"SP";"Máq. e Equip. Industriais";0;0;0;0;0;0;1;0;"Categoria A";"Máquinas, Equipamentos, Veículos e Peças";"PR";"22/01/1980";"01/05/1968";-1097331;-743777;0,216441389828495;0,708763520695572;0,813024455688744;1,41090782863459;-0,278515591064458;0,677805511737115;0,171870178812689;-0,418269419163406;2,78649071816145;0,217326017860299;0;-1,02487361362502;"Categoria A";"Máquinas, Equipamentos, Veículos e Peças";"2014";46;14,7977777766077;0,294732005643878;0,459581016100788;-0,0672992813341601;0,16378193999805;-0,808608759032133;1;0;"sul";281
