"";"name_company";"ref_date";"x1_ativo_total";"x1_01_ativo_circulante";"x1_01_01_caixa_e_equivalentes_de_caixa";"x1_01_02_aplicacoes_financeiras";"x1_01_03_contas_a_receber";"x1_01_04_estoques";"x1_01_05_ativos_biologicos";"x1_01_06_tributos_a_recuperar";"x1_01_07_despesas_antecipadas";"x1_01_08_outros_ativos_circulantes";"x1_02_ativo_nao_circulante";"x1_02_01_ativo_realizavel_a_longo_prazo";"x1_02_02_investimentos";"x1_02_03_imobilizado";"x1_02_04_intangivel";"x1_02_05_diferido";"x2_passivo_total";"x2_01_passivo_circulante";"x2_01_01_obrigacoes_sociais_e_trabalhistas";"x2_01_02_fornecedores";"x2_01_03_obrigacoes_fiscais";"x2_01_04_emprestimos_e_financiamentos";"x2_01_05_outras_obrigacoes";"x2_01_06_provisoes";"x2_01_07_passivos_sobre_ativos_nao_correntes_a_venda_e_descontinuados";"x2_01_08_outros";"x2_02_passivo_nao_circulante";"x2_02_01_emprestimos_e_financiamentos";"x2_02_02_outras_obrigacoes";"x2_02_03_tributos_diferidos";"x2_02_04_provisoes";"x2_02_05_passivos_sobre_ativos_nao_correntes_a_venda_e_descontinuados";"x2_02_06_lucros_e_receitas_a_apropriar";"x2_03_patrimonio_liquido";"x2_03_patrimonio_liquido_consolidado";"x2_03_01_capital_social_realizado";"x2_03_02_reservas_de_capital";"x2_03_03_reservas_de_reavaliacao";"x2_03_04_reservas_de_lucros";"x2_03_05_lucros_prejuizos_acumulados";"x2_03_06_ajustes_de_avaliacao_patrimonial";"x2_03_07_ajustes_acumulados_de_conversao";"x2_03_08_outros_resultados_abrangentes";"x2_03_09_participacao_dos_acionistas_nao_controladores";"x2_04_part_de_acionistas_nao_controladores";"x2_05_patrimonio_liquido";"x2_05_01_capital_social_realizado";"x2_05_02_reservas_de_capital";"x2_05_03_reservas_de_reavaliacao";"x2_05_04_reservas_de_lucro";"x2_05_05_ajustes_de_avaliacao_patrimonial";"x2_05_06_lucros_prejuizos_acumulados";"x2_05_07_adiantamento_para_futuro_aumento_capital";"x3_01_receita_de_venda_de_bens_e_ou_servicos";"x3_02_custo_dos_bens_e_ou_servicos_vendidos";"x3_03_resultado_bruto";"x3_04_despesas_receitas_operacionais";"x3_05_resultado_antes_do_resultado_financeiro_e_dos_tributos";"x3_06_resultado_financeiro";"x3_07_resultado_antes_dos_tributos_sobre_o_lucro";"x3_08_imposto_de_renda_e_contribuicao_social_sobre_o_lucro";"x3_09_resultado_liquido_das_operacoes_continuadas";"x3_10_resultado_liquido_de_operacoes_descontinuadas";"x3_11_lucro_prejuizo_consolidado_do_periodo";"x3_11_lucro_prejuizo_do_periodo";"x3_12_participacoes_contribuicoes_estatutarias";"x3_13_reversao_dos_juros_sobre_capital_proprio";"x3_14_part_de_acionistas_nao_controladores";"x3_15_lucro_prejuizo_do_periodo";"x3_99_lucro_por_acao_reais_acao";"x6_01_receitas";"x6_01_01_vendas_mercadorias_produtos_e_servicos";"x6_01_02_outras_receitas";"x6_01_03_receitas_refs_a_constr_ativos_proprios";"x6_01_04_provisao_rev_creds_liquidacao_duvidosa";"x6_02_insumos_adquiridos_de_terceiros";"x6_02_01_custos_prods_mercs_e_servs_vendidos";"x6_02_02_materiais_energia_servs_terceiros_outros";"x6_02_03_perda_recuperacao_de_valores_ativos";"x6_02_04_outros";"x6_03_valor_adicionado_bruto";"x6_04_retencoes";"x6_04_01_depreciacao_amortizacao_e_exaustao";"x6_04_02_outras";"x6_05_valor_adicionado_liquido_produzido";"x6_06_vlr_adicionado_recebido_em_transferencia";"x6_06_01_resultado_de_equivalencia_patrimonial";"x6_06_02_receitas_financeiras";"x6_06_03_outros";"x6_07_valor_adicionado_total_a_distribuir";"x6_08_distribuicao_do_valor_adicionado";"x6_08_01_pessoal";"x6_08_02_impostos_taxas_e_contribuicoes";"x6_08_03_remuneracao_de_capitais_de_terceiros";"x6_08_04_remuneracao_de_capitais_proprios";"x6_08_05_outros";"x7_01_receitas";"x7_01_01_vendas_de_mercadorias_produtos_e_servicos";"x7_01_02_outras_receitas";"x7_01_03_receitas_refs_a_construcao_de_ativos_proprios";"x7_01_04_provisao_reversao_de_creds_liquidacao_duvidosa";"x7_02_insumos_adquiridos_de_terceiros";"x7_02_01_custos_prods_mercs_e_servs_vendidos";"x7_02_02_materiais_energia_servs_de_terceiros_e_outros";"x7_02_03_perda_recuperacao_de_valores_ativos";"x7_02_04_outros";"x7_03_valor_adicionado_bruto";"x7_04_retencoes";"x7_04_01_depreciacao_amortizacao_e_exaustao";"x7_04_02_outras";"x7_05_valor_adicionado_liquido_produzido";"x7_06_vlr_adicionado_recebido_em_transferencia";"x7_06_01_resultado_de_equivalencia_patrimonial";"x7_06_02_receitas_financeiras";"x7_06_03_outros";"x7_07_valor_adicionado_total_a_distribuir";"x7_08_distribuicao_do_valor_adicionado";"x7_08_01_pessoal";"x7_08_02_impostos_taxas_e_contribuicoes";"x7_08_03_remuneracao_de_capitais_de_terceiros";"x7_08_04_remuneracao_de_capitais_proprios";"x7_08_05_outros";"cnpj";"ano";"constitu";"setor";"subsetor";"estado";"segmento";"patentes";"cedentes";"cessionaria";"num_patentes";"e_cedente";"num_cedentes";"e_cessionaria";"num_cessionaria";"categ_reg";"setor_ativ";"uf";"dt_reg";"dt_const";"pl";"lucro";"liq_cor";"liq_geral";"end_ger";"end_ce";"roa";"roe";"intang_ativo";"intang_pl";"ch";"giro";"pro_patente";"lucra";"categoria";"ativi";"dano";"idade";"tamanho";"vca";"ief";"pagr";"pplgr";"pgpgr";"alta";"baixa";"regiao";"id"
"605";"CONST ADOLPHO LINDENBERG SA";2017-12-31;47627;11539;4299;0;7047;0;0;153;0;40;36088;4181;31844;11;52;NA;47627;7297;1638;356;814;0;1116;3373;0;NA;16112;0;1809;0;14303;0;0;NA;24218;16000;0;0;9857;0;0;0;-1639;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;12093;-10113;1980;1840;3820;887;4707;-102;4605;0;4605;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14011;14011;0;0;0;-3598;-260;-3338;0;0;10413;-13;-13;0;10400;9878;8697;1181;0;20278;20278;13359;2020;294;4605;0;"61022042000118";2017;"1958-01-01";"Consumo Cíclico";"Construção Civil";"SP";"Edificações";0;0;0;0;0;0;0;0;"Categoria A";"Construção Civil, Mat. Constr. e Decoração";"SP";"20/07/1977";"01/01/1958";24218;4605;1,58133479512128;2,03455935751207;0,311717715408604;0,491506918344636;0,0966888529615554;0,190147823932612;0,0010918176664497;0,00214716326699149;0,905232427576914;0,294181871627438;0;0,315885222856198;"Categoria A";"Construção Civil, Mat. Constr. e Decoração";"2017";59;10,7711551062979;0,000230961429441283;0,889824872533806;0,425766896928213;0,837311090924106;1,5179279886219;0;0;"suldeste";247
"606";"CONST SULTEPA SA - EM RECUPERAÇÃO JUDICIAL";2010-12-31;965109;117030;8520;0;104041;1698;0;2771;0;0;848079;640078;10717;197284;0;NA;965109;142533;3150;8558;18141;76525;36159;0;0;NA;547624;57733;308306;151763;29822;0;0;NA;274952;130000;0;55054;54344;-687;33449;0;0;2105;NA;NA;NA;NA;NA;NA;NA;NA;NA;201369;-165697;35672;-27179;8493;28990;37483;-15135;22348;0;22348;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;220461;216740;4085;0;-364;-163063;-41148;-121915;0;0;57398;-8807;-8807;0;48591;72858;7235;65623;4;121449;121449;23111;34923;41067;22348;0;"89723993000133";2010;"1956-03-14";"Bens Industriais";"Construção e Engenharia";"RS";"Construção Pesada";0;0;0;0;0;0;0;0;"Categoria A";"Construção Civil, Mat. Constr. e Decoração";"RS";"29/09/1986";"14/03/1956";274952;22348;0,821073014670287;1,39839051114457;0,206522573849139;0,715107827198793;0,0231559336821022;0,081279641537432;0;0;8,71312362078664;0,228431192746104;0;0,0421763032045648;"Categoria A";"Construção Civil, Mat. Constr. e Decoração";"2010";54;13,7799963273102;0,206175675493649;0,797413909766915;0,125839671995598;0,441709825715034;5,25503007225996;0;0;"sul";310
"607";"CONST SULTEPA SA - EM RECUPERAÇÃO JUDICIAL";2011-12-31;937943;91661;13029;0;73950;2227;0;2455;0;0;846282;639737;16661;189884;0;NA;937943;170793;4574;10396;25204;90601;40018;0;0;NA;491698;63993;217690;191283;18732;0;0;NA;275452;130000;0;53528;56142;-687;31170;0;0;4612;NA;NA;NA;NA;NA;NA;NA;NA;NA;161462;-138961;22501;-32034;-9533;10394;861;-302;559;0;559;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;174086;174772;-292;0;-394;-125583;-57432;-68151;0;0;48503;-9509;-9509;0;38994;61789;5936;55853;4;100783;100783;28105;20225;51894;559;0;"89723993000133";2011;"1956-03-14";"Bens Industriais";"Construção e Engenharia";"RS";"Construção Pesada";0;0;0;0;0;0;0;0;"Categoria A";"Construção Civil, Mat. Constr. e Decoração";"RS";"29/09/1986";"14/03/1956";275452;559;0,536678903702142;1,41578225213626;0,257804256963491;0,706323305360773;0,000595985043867271;0,0020293916907483;0;0;5,74495641344956;0,185604029242715;0;-0,0590417559549615;"Categoria A";"Construção Civil, Mat. Constr. e Decoração";"2011";55;13,7514444585513;0,204821614959544;0,732694644370301;0,107451092443784;0,365882258977971;3,58594556128803;0;0;"sul";310
"608";"CONST SULTEPA SA - EM RECUPERAÇÃO JUDICIAL";2012-12-31;928838;45927;1205;0;36591;2313;0;2030;0;3788;882911;698970;4406;179535;0;NA;928838;200207;8543;16226;39478;87317;48643;0;0;NA;499472;53459;217203;198100;30710;0;0;NA;229159;130000;0;49906;18187;0;25701;0;0;5365;NA;NA;NA;NA;NA;NA;NA;NA;NA;122167;-118383;3784;-44772;-40988;5984;-35004;-11289;-46293;0;-46293;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;126113;132431;-1750;0;-4568;-104004;-45715;-58289;0;0;22109;-7786;-7786;0;14323;57889;-1298;59187;0;72212;72212;29975;28521;60009;-46293;0;"89723993000133";2012;"1956-03-14";"Bens Industriais";"Construção e Engenharia";"RS";"Construção Pesada";0;0;0;0;0;0;0;0;"Categoria A";"Construção Civil, Mat. Constr. e Decoração";"RS";"29/09/1986";"14/03/1956";229159;-46293;0,229397573511416;1,32752019140206;0,28614121618628;0,753284211024958;-0,0498396921745234;-0,202012576420738;0;0;4,07562969140951;0,135775022124418;0;-0,335507952229325;"Categoria A";"Construção Civil, Mat. Constr. e Decoração";"2012";56;13,7416896215349;0,195780103742526;0,711087815061499;0,0777444505931067;0,315117451202004;2,40907422852377;0;0;"sul";310
"609";"CONST SULTEPA SA - EM RECUPERAÇÃO JUDICIAL";2013-12-31;1002815;93066;1251;0;86645;2800;0;2370;0;3788;909749;743703;4159;161887;0;NA;1002815;211762;12049;11680;54705;76590;56738;0;0;NA;583665;73223;253099;216107;41236;0;0;NA;207388;130000;0;48078;18187;-281;23380;0;0;6211;NA;NA;NA;NA;NA;NA;NA;NA;NA;153174;-143477;9697;-27736;-18039;13430;-4609;-17159;-21768;0;-21768;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;161876;164478;17019;0;-19621;-115902;-66523;-45480;0;-3899;45974;-8724;-8724;0;37250;62774;-2869;65643;0;100024;100024;32424;33532;55836;-21768;0;"89723993000133";2013;"1956-03-14";"Bens Industriais";"Construção e Engenharia";"RS";"Construção Pesada";0;0;0;0;0;0;0;0;"Categoria A";"Construção Civil, Mat. Constr. e Decoração";"RS";"29/09/1986";"14/03/1956";207388;-21768;0,43948394896157;1,26072537140429;0,266224304681636;0,79319415844398;-0,0217068950903207;-0,104962678650645;0;0;4,7240932642487;0,161421598201064;0;-0,117768028516589;"Categoria A";"Construção Civil, Mat. Constr. e Decoração";"2013";57;13,8183216032717;0,164224707448532;0,78205663476701;0,0997432228277399;0,482303701274905;3,08487540093758;0;0;"sul";310
"610";"CONST SULTEPA SA - EM RECUPERAÇÃO JUDICIAL";2014-12-31;1075230;61381;367;0;55026;3413;0;2575;0;3788;1013849;853481;5181;155187;0;NA;1075230;241051;12284;7760;61900;93753;65354;0;0;NA;648008;74395;286703;228248;58662;0;0;NA;186171;130000;0;46394;18187;-15385;22719;0;0;2443;NA;NA;NA;NA;NA;NA;NA;NA;NA;95381;-93568;1813;-23004;-21191;18739;-2452;-18760;-21212;0;-21212;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;92038;103855;26942;0;-38759;-74031;-31875;-42156;0;-3899;18007;-7623;-7623;0;10384;71393;-622;72015;0;81777;81777;23135;23463;56391;-21212;0;"89723993000133";2014;"1956-03-14";"Bens Industriais";"Construção e Engenharia";"RS";"Construção Pesada";0;0;0;0;0;0;0;0;"Categoria A";"Construção Civil, Mat. Constr. e Decoração";"RS";"29/09/1986";"14/03/1956";186171;-21212;0,254639059784029;1,20940230063472;0,271130487402973;0,826854719455372;-0,0197278721761856;-0,113938261061068;0;0;4,12280095094013;0,0855984301033267;0;-0,222172130717858;"Categoria A";"Construção Civil, Mat. Constr. e Decoração";"2014";58;13,8880451501475;0,147503324870028;0,764805920205414;0,0760553555983371;0,439257456854182;3,53477415171818;0;0;"sul";310
"611";"CONST SULTEPA SA - EM RECUPERAÇÃO JUDICIAL";2015-12-31;1183121;68133;8183;0;51096;5313;0;3541;0;0;1114988;961806;4575;148607;0;NA;1183121;346069;19212;7807;70647;151694;96709;0;0;NA;622657;50917;286181;241896;43663;0;0;NA;214395;130000;0;44769;15191;-15385;22118;0;0;2317;NA;NA;NA;NA;NA;NA;NA;NA;NA;39909;-51696;-11787;5527;-6260;41686;35426;-7202;28224;0;28224;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;67298;44539;44590;0;-21831;-41371;-9801;-31570;0;-3899;25927;-6699;-6699;0;19228;109709;-608;110317;0;128937;128937;15074;15526;70113;28224;0;"89723993000133";2015;"1956-03-14";"Bens Industriais";"Construção e Engenharia";"RS";"Construção Pesada";0;0;0;0;0;0;0;0;"Categoria A";"Construção Civil, Mat. Constr. e Decoração";"RS";"29/09/1986";"14/03/1956";214395;28224;0,19687692338811;1,22131645067852;0,357241366495789;0,818788610801431;0,023855548164558;0,131644861120828;0;0;2,64753880854451;0,0568817559657888;0;-0,156856849332231;"Categoria A";"Construção Civil, Mat. Constr. e Decoração";"2015";59;13,9836664200631;0,130096583527805;0,671834623016493;0,10898040014504;0,601399286363954;8,55360222900358;0;0;"sul";310
"612";"CONST SULTEPA SA - EM RECUPERAÇÃO JUDICIAL";2016-12-31;1275003;73173;2555;0;59777;5433;0;5408;0;0;1201830;1054309;4475;143046;0;NA;1275003;181287;19142;2150;87443;12632;59920;0;0;NA;849487;50917;519981;263094;66412;0;0;NA;244229;130000;0;42994;46412;-15385;21258;0;0;3565;NA;NA;NA;NA;NA;NA;NA;NA;NA;64426;-64195;231;-34456;-34225;85195;50970;-21136;29834;0;29834;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55720;68833;9650;0;-22763;-60149;-18307;-41842;0;0;-4429;-5671;-5671;0;-10100;96254;-100;96354;0;86154;86154;12327;31710;12283;29834;0;"89723993000133";2016;"1956-03-14";"Bens Industriais";"Construção e Engenharia";"RS";"Construção Pesada";0;0;0;0;0;0;0;0;"Categoria A";"Construção Civil, Mat. Constr. e Decoração";"RS";"29/09/1986";"14/03/1956";244229;29834;0,403630707110824;1,23693748581163;0,175874634012887;0,808448293847152;0,023399160629426;0,122155845538409;0;0;5,22641356372191;0,0437018579564127;0;-0,531229627790023;"Categoria A";"Construção Civil, Mat. Constr. e Decoração";"2016";60;14,0584590895131;0,116453843638015;0,811328600313271;0,0675716057138689;0,352759090853257;6,98904843027501;0;0;"sul";310
"613";"CONST SULTEPA SA - EM RECUPERAÇÃO JUDICIAL";2017-12-31;1380766;72619;10255;0;52152;4715;0;5497;0;0;1308147;1165130;4475;138542;0;NA;1380766;175338;19687;1817;84502;7072;62260;0;0;NA;1003810;2846;655914;276748;68302;0;0;NA;201618;130000;0;41745;4576;0;20768;0;0;4529;NA;NA;NA;NA;NA;NA;NA;NA;NA;94349;-88134;6215;-37936;-31721;1961;-29760;-14122;-43882;0;-43882;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;172800;101433;80767;0;-9400;-154076;-22311;-131765;0;0;18724;-4569;-4569;0;14155;67569;-100;67569;0;81724;81724;17417;41417;66772;-43882;0;"89723993000133";2017;"1956-03-14";"Bens Industriais";"Construção e Engenharia";"RS";"Construção Pesada";0;0;0;0;0;0;0;0;"Categoria A";"Construção Civil, Mat. Constr. e Decoração";"RS";"29/09/1986";"14/03/1956";201618;-43882;0,414165782659777;1,17098616967505;0,148698891063717;0,853981051097724;-0,031780910016614;-0,217649217827773;0;0;5,41706378825286;0,125147925137206;0;-0,336209180807428;"Categoria A";"Construção Civil, Mat. Constr. e Decoração";"2017";61;14,1381489756014;0,103751830505676;0,863617044289499;0,0591874365388487;0,405340792984753;4,69219727852099;0;0;"sul";310
"614";"CONSTRUTORA TENDA S/A";2010-12-31;3268711;2360323;98208;268266;1441970;476197;0;0;0;75682;908388;880686;0;21514;6188;NA;3268711;639742;0;58605;0;76842;474572;29723;0;NA;918761;608506;75134;195871;39250;0;0;NA;1710208;846549;770497;0;93162;-1594;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;1287219;-905629;381590;-225044;156546;-27617;128929;-5155;123774;0;123774;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1394884;1395959;230;0;-1075;-989745;-884081;-105664;-9632;0;405139;-13588;-13588;0;391551;12541;0;12541;0;404092;404092;88421;130190;61707;123774;0;"71476527000135";2010;"1994-01-01";"Consumo Cíclico";"Construção Civil";"SP";"Edificações";0;0;0;0;0;0;0;0;"Categoria A";"Construção Civil, Mat. Constr. e Decoração";"SP";"11/10/2007";"01/01/1994";1710208;123774;3,68949201396813;2,09734020402912;0,410484933298171;0,476794369401272;0,0378663026495765;0,0723736527954494;0,00189310098078417;0,00361827333283437;14,5578425939539;0,426738246360721;0;0,121615669128563;"Categoria A";"Construção Civil, Mat. Constr. e Decoração";"2010";16;14,9999062755578;0,152265220143353;1,27497408970919;0,123624266568687;0,236282370331562;4,57009081553025;0;0;"suldeste";273
"615";"CONSTRUTORA TENDA S/A";2011-12-31;3488525;2751907;57378;567050;1063007;1004452;0;0;0;60020;736618;697351;0;23074;16193;NA;3488525;1205404;0;31440;0;666459;447844;59661;0;NA;199843;67995;77274;8116;46458;0;0;NA;2083278;1193531;889706;0;51883;-1594;0;0;0;41;NA;NA;NA;NA;NA;NA;NA;NA;NA;445982;-725459;-279477;-356569;-636046;15659;-620387;-39338;-659725;0;-659725;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;506037;788052;230;0;-282015;-901984;-707667;-194317;0;0;-395947;-19895;-19895;0;-415842;28804;0;28804;0;-387038;-387038;116385;125695;30940;-660058;0;"71476527000135";2011;"1994-01-01";"Consumo Cíclico";"Construção Civil";"SP";"Edificações";0;0;0;0;0;0;0;0;"Categoria A";"Construção Civil, Mat. Constr. e Decoração";"SP";"11/10/2007";"01/01/1994";2083278;-659725;2,28297483665228;2,48249951787835;0,857787990296368;0,402819816398048;-0,189112877218882;-0,316676410925474;0,00464178986821078;0,00777284644680163;3,83195428964214;0,145057581642671;0;-1,42616966604033;"Categoria A";"Construção Civil, Mat. Constr. e Decoração";"2011";17;15,0649895687396;0,294544542464222;0,800297518192835;-0,11094603019901;-0,185783174401112;-3,32549727198522;0;0;"suldeste";273
"616";"CONSTRUTORA TENDA S/A";2012-12-31;3324786;3026777;330845;488560;978049;962936;0;0;0;266387;298009;264103;0;17443;16463;NA;3324786;758391;0;31374;0;337458;357113;32446;0;NA;719521;620728;25923;8497;64373;0;0;NA;1846874;1194000;651739;0;51883;0;0;0;0;1135;NA;NA;NA;NA;NA;NA;NA;NA;NA;1125670;-977472;148198;-267434;-119236;3221;-116015;-5748;-121763;0;-121763;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1216298;1216298;0;0;0;-1015766;-922136;-93630;0;0;200532;-16167;-16167;0;184365;36903;0;36903;0;221268;221268;132042;123068;89016;-122858;0;"71476527000135";2012;"1994-01-01";"Consumo Cíclico";"Construção Civil";"SP";"Edificações";0;0;0;0;0;0;0;0;"Categoria A";"Construção Civil, Mat. Constr. e Decoração";"SP";"11/10/2007";"01/01/1994";1846874;-121763;3,99105079042341;2,24965085877914;0,513150309355361;0,444513421314936;-0,0366228082047987;-0,0659292404354601;0,00495159688473183;0,00891398113785781;8,5250905015071;0,365827454759494;0;-0,105924471647996;"Categoria A";"Construção Civil, Mat. Constr. e Decoração";"2012";18;15,0169158690986;0,294869805154377;1,51752931333246;0,0665510502029304;0,119806765377606;1,67573953741991;0;0;"suldeste";273
"617";"CONSTRUTORA TENDA S/A";2013-12-31;2507141;1946468;157532;550427;534789;590602;0;0;0;113118;560673;297293;225702;20601;17077;NA;2507141;836993;106362;16370;0;329495;357781;26985;0;NA;452263;309227;75077;9631;58328;0;0;NA;1217885;1194000;96234;0;0;-90926;-6034;0;0;24611;NA;NA;NA;NA;NA;NA;NA;NA;NA;817461;-752216;65245;-137403;-72158;-3812;-75970;-8651;-84621;0;-84621;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;894573;894573;0;0;0;-758213;-694777;-63436;0;0;136360;-11526;-11526;0;124834;96224;58689;37535;0;221058;221058;107303;105894;98787;-90926;0;"71476527000135";2013;"1994-01-01";"Consumo Cíclico";"Construção Civil";"SP";"Edificações";0;0;0;0;0;0;0;0;"Categoria A";"Construção Civil, Mat. Constr. e Decoração";"SP";"11/10/2007";"01/01/1994";1217885;-84621;2,32554872024019;1,94464171584232;0,649206208852237;0,514233543306898;-0,0337519908134405;-0,0694819297388505;0,00681134407677909;0,0140218493535925;7,61824925677754;0,356810007893453;0;-0,0882708777544128;"Categoria A";"Construção Civil, Mat. Constr. e Decoração";"2013";19;14,7346536180798;0,243784852946045;1,42994766671734;0,0881713473633912;0,181509748457367;2,06012879416233;0;0;"suldeste";273
"618";"CONSTRUTORA TENDA S/A";2014-12-31;2125189;1579102;61615;432957;314453;551213;0;0;0;218864;546087;329224;179432;24808;12623;NA;2125189;671736;71251;23461;0;208824;355406;12794;0;NA;371107;229726;63716;7931;69734;0;0;NA;1082346;1194000;97047;0;0;-232570;0;0;-6034;23869;NA;NA;NA;NA;NA;NA;NA;NA;NA;570138;-444248;125890;-237073;-111183;-24875;-136058;-6328;-142386;0;-142386;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;619845;551790;0;0;68055;-580928;-417050;-163878;0;0;38917;-15644;-15644;0;23273;39531;-19142;58673;0;62804;62804;58573;67337;78538;-141644;0;"71476527000135";2014;"1994-01-01";"Consumo Cíclico";"Construção Civil";"SP";"Edificações";0;0;0;0;0;0;0;0;"Categoria A";"Construção Civil, Mat. Constr. e Decoração";"SP";"11/10/2007";"01/01/1994";1082346;-142386;2,35077768647207;2,03788010275756;0,64413914654459;0,490706003089608;-0,0669992174813628;-0,131553126264614;0,00593970700958832;0,0116626291407738;9,7338022638417;0,291665823604395;0;-0,195010681624449;"Categoria A";"Construção Civil, Mat. Constr. e Decoração";"2014";20;14,5693712975621;0,271044598856855;1,42632552629181;0,0295521951224103;0,0580258069046312;1,07223464736312;0;0;"suldeste";273
"619";"CONSTRUTORA TENDA S/A";2015-12-31;1905660;1369130;21653;212621;438226;490484;0;0;0;206146;536530;330065;163349;24629;18487;NA;1905660;502949;72606;13669;0;210776;195587;10311;0;NA;275897;37554;177582;5045;55716;0;0;NA;1126814;1194000;99186;0;0;-202250;-6034;0;0;35878;NA;NA;NA;NA;NA;NA;NA;NA;NA;850962;-605584;245378;-214933;30445;5774;36219;-6522;29697;0;29697;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;923474;907362;0;0;16112;-681741;-590801;-90940;0;0;241733;-15349;-15349;0;226384;48576;1751;46825;0;274960;274960;91257;98171;55835;29697;0;"71476527000135";2015;"1994-01-01";"Consumo Cíclico";"Construção Civil";"SP";"Edificações";0;0;0;0;0;0;0;0;"Categoria A";"Construção Civil, Mat. Constr. e Decoração";"SP";"11/10/2007";"01/01/1994";1126814;29697;2,72220443822336;2,44677381664668;0,645761806570233;0,408701447267613;0,0155835773432826;0,0263548376218258;0,00970110093091107;0,0164064344248474;9,32489562444525;0,484595363286211;0;0,0357771557366839;"Categoria A";"Construção Civil, Mat. Constr. e Decoração";"2015";21;14,4603389632336;0,270306875308292;1,43123365406898;0,144285969165538;0,244015427568348;3,01302913749082;0;0;"suldeste";273
